"","x"
"3182","11/02/2012"
"3183","11/05/2012"
"3184","11/06/2012"
"3185","11/07/2012"
"3186","11/08/2012"
"3187","11/09/2012"
"3188","11/12/2012"
"3189","11/13/2012"
"3190","11/19/2012"
"3191","11/20/2012"
"3192","11/21/2012"
"3193","11/22/2012"
"3194","11/26/2012"
"3195","11/27/2012"
"3196","11/28/2012"
"3197","11/29/2012"
"3198","11/30/2012"
"3199","12/03/2012"
"3200","12/04/2012"
"3201","12/05/2012"
"3202","12/06/2012"
"3203","12/10/2012"
"3204","12/11/2012"
"3205","12/12/2012"
"3206","12/13/2012"
"3207","12/17/2012"
"3208","12/18/2012"
"3209","12/19/2012"
"3210","12/20/2012"
"3211","01/07/2013"
"3212","01/08/2013"
"3213","01/09/2013"
"3214","01/10/2013"
"3215","01/14/2013"
"3216","01/15/2013"
"3217","01/16/2013"
"3218","01/17/2013"
"3219","01/18/2013"
"3220","01/21/2013"
"3221","01/22/2013"
"3222","01/23/2013"
"3223","01/24/2013"
"3224","01/25/2013"
"3225","01/28/2013"
"3226","01/29/2013"
"3227","01/30/2013"
"3228","01/31/2013"
"3229","02/01/2013"
"3230","02/04/2013"
"3231","02/05/2013"
"3232","02/06/2013"
"3233","02/07/2013"
"3234","02/11/2013"
"3235","02/12/2013"
"3236","02/13/2013"
"3237","02/14/2013"
"3238","02/25/2013"
"3239","02/26/2013"
"3240","02/27/2013"
"3241","02/28/2013"
"3242","03/01/2013"
"3243","03/04/2013"
"3244","03/05/2013"
"3245","03/06/2013"
"3246","03/07/2013"
"3247","03/11/2013"
"3248","03/12/2013"
"3249","03/13/2013"
"3250","03/14/2013"
"3251","03/18/2013"
"3252","03/19/2013"
"3253","03/20/2013"
"3254","03/21/2013"
"3255","03/22/2013"
"3256","03/25/2013"
"3257","03/26/2013"
"3258","04/10/2013"
"3259","04/15/2013"
"3260","04/16/2013"
"3261","04/17/2013"
"3262","04/18/2013"
"3263","04/22/2013"
"3264","04/23/2013"
"3265","04/24/2013"
"3266","04/25/2013"
"3267","05/08/2013"
"3268","05/09/2013"
"3269","05/10/2013"
"3270","05/13/2013"
"3271","05/14/2013"
"3272","05/15/2013"
"3273","05/16/2013"
"3274","05/20/2013"
"3275","05/21/2013"
"3276","06/03/2013"
"3277","06/04/2013"
"3278","06/05/2013"
"3279","06/06/2013"
"3280","06/10/2013"
"3281","06/11/2013"
"3282","06/12/2013"
"3283","06/13/2013"
"3284","06/17/2013"
"3285","06/18/2013"
"3286","06/19/2013"
"3287","06/20/2013"
"3288","06/24/2013"
"3289","06/25/2013"
"3290","06/26/2013"
"3291","06/27/2013"
"3292","07/01/2013"
"3293","07/02/2013"
"3294","07/03/2013"
"3295","07/04/2013"
"3296","07/05/2013"
"3297","07/08/2013"
"3298","07/09/2013"
"3299","07/10/2013"
"3300","07/11/2013"
"3301","07/12/2013"
"3302","07/15/2013"
"3303","07/16/2013"
"3304","07/17/2013"
"3305","07/18/2013"
"3306","08/29/2013"
"3307","09/02/2013"
"3308","09/03/2013"
"3309","09/04/2013"
"3310","09/05/2013"
"3311","09/06/2013"
"3312","09/09/2013"
"3313","09/10/2013"
"3314","09/11/2013"
"3315","09/12/2013"
"3316","09/13/2013"
"3317","10/08/2013"
"3318","10/09/2013"
"3319","10/10/2013"
"3320","10/14/2013"
"3321","10/15/2013"
"3322","10/16/2013"
"3323","10/17/2013"
"3324","10/18/2013"
"3325","10/21/2013"
"3326","10/22/2013"
"3327","10/23/2013"
"3328","10/24/2013"
"3329","10/25/2013"
"3330","10/28/2013"
"3331","10/29/2013"
"3332","10/30/2013"
"3333","10/31/2013"
"3334","11/01/2013"
"3335","11/04/2013"
"3336","11/05/2013"
"3337","11/06/2013"
"3338","11/07/2013"
"3339","11/08/2013"
"3340","11/11/2013"
"3341","11/12/2013"
"3342","11/18/2013"
"3343","11/19/2013"
"3344","11/20/2013"
"3345","11/21/2013"
"3346","11/22/2013"
"3347","11/25/2013"
"3348","11/26/2013"
"3349","11/27/2013"
"3350","11/28/2013"
"3351","11/29/2013"
"3352","12/02/2013"
"3353","12/03/2013"
"3354","12/04/2013"
"3355","12/05/2013"
"3356","12/09/2013"
"3357","12/10/2013"
"3358","12/11/2013"
"3359","12/12/2013"
"3360","12/16/2013"
"3361","12/17/2013"
"3362","12/18/2013"
"3363","12/19/2013"
"3364","01/06/2014"
"3365","01/07/2014"
"3366","01/08/2014"
"3367","01/09/2014"
"3368","01/13/2014"
"3369","01/14/2014"
"3370","01/15/2014"
"3371","01/16/2014"
"3372","01/17/2014"
"3373","01/20/2014"
"3374","01/21/2014"
"3375","01/22/2014"
"3376","01/23/2014"
"3377","01/24/2014"
"3378","01/27/2014"
"3379","01/28/2014"
"3380","01/29/2014"
"3381","01/30/2014"
"3382","02/03/2014"
"3383","02/04/2014"
"3384","02/05/2014"
"3385","02/06/2014"
"3386","02/10/2014"
"3387","02/11/2014"
"3388","02/12/2014"
"3389","02/13/2014"
"3390","02/24/2014"
"3391","02/25/2014"
"3392","02/26/2014"
"3393","02/27/2014"
"3394","02/28/2014"
"3395","03/03/2014"
"3396","03/04/2014"
"3397","03/05/2014"
"3398","03/06/2014"
"3399","03/10/2014"
"3400","03/11/2014"
"3401","03/12/2014"
"3402","03/13/2014"
"3403","03/17/2014"
"3404","03/18/2014"
"3405","03/19/2014"
"3406","03/20/2014"
"3407","03/24/2014"
"3408","03/25/2014"
"3409","03/26/2014"
"3410","03/27/2014"
"3411","03/31/2014"
"3412","04/01/2014"
"3413","04/02/2014"
"3414","04/03/2014"
"3415","04/07/2014"
"3416","04/08/2014"
"3417","04/09/2014"
"3418","04/10/2014"
"3419","04/28/2014"
"3420","04/29/2014"
"3421","04/30/2014"
"3422","05/01/2014"
"3423","05/06/2014"
"3424","05/07/2014"
"3425","05/08/2014"
"3426","05/12/2014"
"3427","05/13/2014"
"3428","05/14/2014"
"3429","06/04/2014"
"3430","06/05/2014"
"3431","06/09/2014"
"3432","06/10/2014"
"3433","06/11/2014"
"3434","06/12/2014"
"3435","06/16/2014"
"3436","06/17/2014"
"3437","06/18/2014"
"3438","06/19/2014"
"3439","06/23/2014"
"3440","06/24/2014"
"3441","06/25/2014"
"3442","06/26/2014"
"3443","06/30/2014"
"3444","07/01/2014"
"3445","07/02/2014"
"3446","07/03/2014"
"3447","07/07/2014"
"3448","07/08/2014"
"3449","07/09/2014"
"3450","07/10/2014"
"3451","07/14/2014"
"3452","07/15/2014"
"3453","07/16/2014"
"3454","07/17/2014"
"3455","07/21/2014"
"3456","07/22/2014"
"3457","09/01/2014"
"3458","09/02/2014"
"3459","09/03/2014"
"3460","09/04/2014"
"3461","09/05/2014"
"3462","09/08/2014"
"3463","09/09/2014"
"3464","09/10/2014"
"3465","09/11/2014"
"3466","09/12/2014"
"3467","09/26/2014"
"3468","10/13/2014"
"3469","10/14/2014"
"3470","10/15/2014"
"3471","10/16/2014"
"3472","10/17/2014"
"3473","10/20/2014"
"3474","10/21/2014"
"3475","10/22/2014"
"3476","10/23/2014"
"3477","10/24/2014"
"3478","10/27/2014"
"3479","10/28/2014"
"3480","10/29/2014"
"3481","10/30/2014"
"3482","11/03/2014"
"3483","11/04/2014"
"3484","11/05/2014"
"3485","11/06/2014"
"3486","11/07/2014"
"3487","11/10/2014"
"3488","11/11/2014"
"3489","11/17/2014"
"3490","11/18/2014"
"3491","11/19/2014"
"3492","11/20/2014"
"3493","11/21/2014"
"3494","11/24/2014"
"3495","11/25/2014"
"3496","11/26/2014"
"3497","11/27/2014"
"3498","11/28/2014"
"3499","12/01/2014"
"3500","12/02/2014"
"3501","12/03/2014"
"3502","12/05/2014"
"3503","12/08/2014"
"3504","12/09/2014"
"3505","12/10/2014"
"3506","12/11/2014"
"3507","12/15/2014"
"3508","12/16/2014"
"3509","12/17/2014"
"3510","12/18/2014"
"3511","01/05/2015"
"3512","01/06/2015"
"3513","01/07/2015"
"3514","01/08/2015"
"3515","01/09/2015"
"3516","01/12/2015"
"3517","01/13/2015"
"3518","01/14/2015"
"3519","01/15/2015"
"3520","01/16/2015"
"3521","01/19/2015"
"3522","01/20/2015"
"3523","01/21/2015"
"3524","01/22/2015"
"3525","01/23/2015"
"3526","01/26/2015"
"3527","01/27/2015"
"3528","01/28/2015"
"3529","01/29/2015"
"3530","02/02/2015"
"3531","02/03/2015"
"3532","02/04/2015"
"3533","02/05/2015"
"3534","02/09/2015"
"3535","02/10/2015"
"3536","02/11/2015"
"3537","02/12/2015"
"3538","02/23/2015"
"3539","02/24/2015"
"3540","02/25/2015"
"3541","02/26/2015"
"3542","02/27/2015"
"3543","03/02/2015"
"3544","03/03/2015"
"3545","03/04/2015"
"3546","03/05/2015"
"3547","03/06/2015"
"3548","03/09/2015"
"3549","03/10/2015"
"3550","03/11/2015"
"3551","03/12/2015"
"3552","03/16/2015"
"3553","03/17/2015"
"3554","03/18/2015"
"3555","03/19/2015"
"3556","03/20/2015"
"3557","03/23/2015"
"3558","03/24/2015"
"3559","03/25/2015"
"3560","03/26/2015"
"3561","05/18/2015"
"3562","05/19/2015"
"3563","05/20/2015"
"3564","05/21/2015"
"3565","05/26/2015"
"3566","05/27/2015"
"3567","05/28/2015"
"3568","06/01/2015"
"3569","06/02/2015"
"3570","06/03/2015"
"3571","06/04/2015"
"3572","06/08/2015"
"3573","06/09/2015"
"3574","06/10/2015"
"3575","06/11/2015"
"3576","06/15/2015"
"3577","06/16/2015"
"3578","06/17/2015"
"3579","06/18/2015"
"3580","06/22/2015"
"3581","06/23/2015"
"3582","06/24/2015"
"3583","06/25/2015"
"3584","06/29/2015"
"3585","06/30/2015"
"3586","07/01/2015"
"3587","07/02/2015"
"3588","07/06/2015"
"3589","07/07/2015"
"3590","07/08/2015"
"3591","07/09/2015"
"3592","07/13/2015"
"3593","07/14/2015"
"3594","07/15/2015"
"3595","07/16/2015"
"3596","07/20/2015"
"3597","07/21/2015"
"3598","09/07/2015"
"3599","09/08/2015"
"3600","09/09/2015"
"3601","09/10/2015"
"3602","09/11/2015"
"3603","09/14/2015"
"3604","09/15/2015"
"3605","09/16/2015"
"3606","09/17/2015"
"3607","10/12/2015"
"3608","10/13/2015"
"3609","10/14/2015"
"3610","10/15/2015"
"3611","10/16/2015"
"3612","10/19/2015"
"3613","10/20/2015"
"3614","10/21/2015"
"3615","10/22/2015"
"3616","10/23/2015"
"3617","10/26/2015"
"3618","10/27/2015"
"3619","10/28/2015"
"3620","10/29/2015"
"3621","10/30/2015"
"3622","11/02/2015"
"3623","11/03/2015"
"3624","11/04/2015"
"3625","11/05/2015"
"3626","11/06/2015"
"3627","11/09/2015"
"3628","11/10/2015"
"3629","11/16/2015"
"3630","11/17/2015"
"3631","11/18/2015"
"3632","11/19/2015"
"3633","11/20/2015"
"3634","11/23/2015"
"3635","11/24/2015"
"3636","11/25/2015"
"3637","11/26/2015"
"3638","11/30/2015"
"3639","12/01/2015"
"3640","12/02/2015"
"3641","12/03/2015"
"3642","12/04/2015"
"3643","12/07/2015"
"3644","12/08/2015"
"3645","12/09/2015"
"3646","12/10/2015"
"3647","12/14/2015"
"3648","12/15/2015"
"3649","12/16/2015"
"3650","12/17/2015"
"3651","01/05/2016"
"3652","01/06/2016"
"3653","01/07/2016"
"3654","01/11/2016"
"3655","01/12/2016"
"3656","01/13/2016"
"3657","01/14/2016"
"3658","01/18/2016"
"3659","01/19/2016"
"3660","01/20/2016"
"3661","01/21/2016"
"3662","01/22/2016"
"3663","01/25/2016"
"3664","01/26/2016"
"3665","01/27/2016"
"3666","01/28/2016"
"3667","01/29/2016"
"3668","02/01/2016"
"3669","02/02/2016"
"3670","02/03/2016"
"3671","02/04/2016"
"3672","02/05/2016"
"3673","02/08/2016"
"3674","02/09/2016"
"3675","02/10/2016"
"3676","02/11/2016"
"3677","02/22/2016"
"3678","02/23/2016"
"3679","02/24/2016"
"3680","02/25/2016"
"3681","02/26/2016"
"3682","02/29/2016"
"3683","03/01/2016"
"3684","03/02/2016"
"3685","03/03/2016"
"3686","03/04/2016"
"3687","03/07/2016"
"3688","03/08/2016"
"3689","03/09/2016"
"3690","03/10/2016"
"3691","03/11/2016"
"3692","03/14/2016"
"3693","03/15/2016"
"3694","03/16/2016"
"3695","03/17/2016"
"3696","03/21/2016"
"3697","03/22/2016"
"3698","03/23/2016"
"3699","03/24/2016"
"3700","04/11/2016"
"3701","04/12/2016"
"3702","04/13/2016"
"3703","04/14/2016"
"3704","04/18/2016"
"3705","04/19/2016"
"3706","04/20/2016"
"3707","04/21/2016"
"3708","04/25/2016"
"3709","04/26/2016"
"3710","04/27/2016"
"3711","04/28/2016"
"3712","05/03/2016"
"3713","05/04/2016"
"3714","05/05/2016"
"3715","05/09/2016"
"3716","05/10/2016"
"3717","05/11/2016"
"3718","05/12/2016"
"3719","05/18/2016"
"3720","05/19/2016"
"3721","05/23/2016"
"3722","05/24/2016"
"3723","05/25/2016"
"3724","05/26/2016"
"3725","06/06/2016"
"3726","06/07/2016"
"3727","06/08/2016"
"3728","06/09/2016"
"3729","06/13/2016"
"3730","06/14/2016"
"3731","06/15/2016"
"3732","06/20/2016"
"3733","06/27/2016"
"3734","06/28/2016"
"3735","06/29/2016"
"3736","06/30/2016"
"3737","07/04/2016"
"3738","07/05/2016"
"3739","07/06/2016"
"3740","07/07/2016"
"3741","07/11/2016"
"3742","07/12/2016"
"3743","07/13/2016"
"3744","07/14/2016"
"3745","07/18/2016"
"3746","07/19/2016"
"3747","07/20/2016"
"3748","07/21/2016"
"3749","09/05/2016"
"3750","09/06/2016"
"3751","09/07/2016"
"3752","09/08/2016"
"3753","09/12/2016"
"3754","09/13/2016"
"3755","09/14/2016"
"3756","09/15/2016"
"3757","10/10/2016"
"3758","10/11/2016"
"3759","10/12/2016"
"3760","10/13/2016"
"3761","10/17/2016"
"3762","10/18/2016"
"3763","10/19/2016"
"3764","10/20/2016"
"3765","10/21/2016"
"3766","10/24/2016"
"3767","10/25/2016"
"3768","10/26/2016"
"3769","10/27/2016"
"3770","10/28/2016"
"3771","10/31/2016"
"3772","11/01/2016"
"3773","11/02/2016"
"3774","11/03/2016"
"3775","11/04/2016"
"3776","11/07/2016"
"3777","11/08/2016"
"3778","11/14/2016"
"3779","11/15/2016"
"3780","11/16/2016"
"3781","11/17/2016"
"3782","11/18/2016"
"3783","11/21/2016"
"3784","11/22/2016"
"3785","11/23/2016"
"3786","11/24/2016"
"3787","11/25/2016"
"3788","11/28/2016"
"3789","11/29/2016"
"3790","11/30/2016"
"3791","12/01/2016"
"3792","12/02/2016"
"3793","12/05/2016"
"3794","12/06/2016"
"3795","12/07/2016"
"3796","12/08/2016"
"3797","12/12/2016"
"3798","12/13/2016"
"3799","12/14/2016"
"3800","12/15/2016"
"3801","12/16/2016"
"3802","12/19/2016"
"3803","12/20/2016"
"3804","01/09/2017"
"3805","01/10/2017"
"3806","01/11/2017"
"3807","01/12/2017"
"3808","01/13/2017"
"3809","01/16/2017"
"3810","01/17/2017"
"3811","01/18/2017"
"3812","01/19/2017"
"3813","01/20/2017"
"3814","01/23/2017"
"3815","01/24/2017"
"3816","01/25/2017"
"3817","01/26/2017"
"3818","01/27/2017"
"3819","01/30/2017"
"3820","01/31/2017"
"3821","02/01/2017"
"3822","02/02/2017"
"3823","02/03/2017"
"3824","02/06/2017"
"3825","02/07/2017"
"3826","02/08/2017"
"3827","02/09/2017"
"3828","02/20/2017"
"3829","02/21/2017"
"3830","02/22/2017"
"3831","02/23/2017"
"3832","02/24/2017"
"3833","02/27/2017"
"3834","02/28/2017"
"3835","03/01/2017"
"3836","03/02/2017"
"3837","03/06/2017"
"3838","03/07/2017"
"3839","03/08/2017"
"3840","03/09/2017"
"3841","03/13/2017"
"3842","03/14/2017"
"3843","03/15/2017"
"3844","03/16/2017"
"3845","03/20/2017"
"3846","03/21/2017"
"3847","03/22/2017"
"3848","03/23/2017"
"3849","03/24/2017"
"3850","03/27/2017"
"3851","03/28/2017"
"3852","03/29/2017"
"3853","03/30/2017"
"3854","04/18/2017"
"3855","04/19/2017"
"3856","04/20/2017"
"3857","04/24/2017"
"3858","04/25/2017"
"3859","04/26/2017"
"3860","04/27/2017"
"3861","06/13/2017"
"3862","06/14/2017"
"3863","06/15/2017"
"3864","06/21/2017"
"3865","06/22/2017"
"3866","06/26/2017"
"3867","06/27/2017"
"3868","06/28/2017"
"3869","06/29/2017"
"3870","07/03/2017"
"3871","07/04/2017"
"3872","07/05/2017"
"3873","07/06/2017"
"3874","07/10/2017"
"3875","07/11/2017"
"3876","07/12/2017"
"3877","07/13/2017"
"3878","07/17/2017"
"3879","07/18/2017"
"3880","07/19/2017"
"3881","07/20/2017"
"3882","09/05/2017"
"3883","09/06/2017"
"3884","09/07/2017"
"3885","09/11/2017"
"3886","09/12/2017"
"3887","09/13/2017"
"3888","09/14/2017"
"3889","10/09/2017"
"3890","10/10/2017"
"3891","10/11/2017"
"3892","10/12/2017"
"3893","10/16/2017"
"3894","10/17/2017"
"3895","10/18/2017"
"3896","10/19/2017"
"3897","10/20/2017"
"3898","10/23/2017"
"3899","10/24/2017"
"3900","10/25/2017"
"3901","10/26/2017"
"3902","10/30/2017"
"3903","10/31/2017"
"3904","11/01/2017"
"3905","11/02/2017"
"3906","11/03/2017"
"3907","11/06/2017"
"3908","11/07/2017"
"3909","11/13/2017"
"3910","11/14/2017"
"3911","11/15/2017"
"3912","11/16/2017"
"3913","11/20/2017"
"3914","11/21/2017"
"3915","11/22/2017"
"3916","11/23/2017"
"3917","11/27/2017"
"3918","11/28/2017"
"3919","11/29/2017"
"3920","11/30/2017"
"3921","12/01/2017"
"3922","12/04/2017"
"3923","12/05/2017"
"3924","12/06/2017"
"3925","12/07/2017"
"3926","12/11/2017"
"3927","12/12/2017"
"3928","12/13/2017"
"3929","12/14/2017"
"3930","12/18/2017"
"3931","12/19/2017"
"3932","12/20/2017"
"3933","12/21/2017"
"3934","01/08/2018"
"3935","01/09/2018"
"3936","01/10/2018"
"3937","01/11/2018"
"3938","01/15/2018"
"3939","01/16/2018"
"3940","01/17/2018"
"3941","01/18/2018"
"3942","01/19/2018"
"3943","01/22/2018"
"3944","01/23/2018"
"3945","01/24/2018"
"3946","01/25/2018"
"3947","01/29/2018"
"3948","01/30/2018"
"3949","01/31/2018"
"3950","02/01/2018"
"3951","02/02/2018"
"3952","02/05/2018"
"3953","02/06/2018"
"3954","02/07/2018"
"3955","02/08/2018"
"3956","02/20/2018"
"3957","02/21/2018"
"3958","02/22/2018"
"3959","02/23/2018"
"3960","02/26/2018"
"3961","02/27/2018"
"3962","02/28/2018"
"3963","03/01/2018"
"3964","03/05/2018"
"3965","03/06/2018"
"3966","03/07/2018"
"3967","03/08/2018"
"3968","03/12/2018"
"3969","03/13/2018"
"3970","03/14/2018"
"3971","03/15/2018"
"3972","03/16/2018"
"3973","03/19/2018"
"3974","03/20/2018"
"3975","03/21/2018"
"3976","03/22/2018"
"3977","03/26/2018"
"3978","03/27/2018"
"3979","03/28/2018"
"3980","03/29/2018"
"3981","04/16/2018"
"3982","04/17/2018"
"3983","04/18/2018"
"3984","04/19/2018"
"3985","04/23/2018"
"3986","04/24/2018"
"3987","04/25/2018"
"3988","04/26/2018"
"3989","04/27/2018"
"3990","04/30/2018"
"3991","05/01/2018"
"3992","05/02/2018"
"3993","05/03/2018"
"3994","05/08/2018"
"3995","05/09/2018"
"3996","05/10/2018"
"3997","05/11/2018"
"3998","05/14/2018"
"3999","05/15/2018"
"4000","05/16/2018"
"4001","05/17/2018"
"4002","05/21/2018"
"4003","05/22/2018"
"4004","05/23/2018"
"4005","05/24/2018"
"4006","06/04/2018"
"4007","06/05/2018"
"4008","06/06/2018"
"4009","06/07/2018"
"4010","06/11/2018"
"4011","06/12/2018"
"4012","06/13/2018"
"4013","06/14/2018"
"4014","06/15/2018"
"4015","06/18/2018"
"4016","06/19/2018"
"4017","06/20/2018"
"4018","06/21/2018"
"4019","06/25/2018"
"4020","06/26/2018"
"4021","06/27/2018"
"4022","06/28/2018"
"4023","07/02/2018"
"4024","07/03/2018"
"4025","07/04/2018"
"4026","07/05/2018"
"4027","07/06/2018"
"4028","07/09/2018"
"4029","07/10/2018"
"4030","07/11/2018"
"4031","07/12/2018"
"4032","07/16/2018"
"4033","07/17/2018"
"4034","07/18/2018"
"4035","07/19/2018"
"4036","07/23/2018"
"4037","07/24/2018"
"4038","09/04/2018"
"4039","09/05/2018"
"4040","09/06/2018"
"4041","09/10/2018"
"4042","09/11/2018"
"4043","09/12/2018"
"4044","09/13/2018"
"4045","10/09/2018"
"4046","10/10/2018"
"4047","10/11/2018"
"4048","10/15/2018"
"4049","10/16/2018"
"4050","10/17/2018"
"4051","10/18/2018"
"4052","10/22/2018"
"4053","10/23/2018"
"4054","10/24/2018"
"4055","10/25/2018"
"4056","10/26/2018"
"4057","10/29/2018"
"4058","10/30/2018"
"4059","10/31/2018"
"4060","11/01/2018"
"4061","11/05/2018"
"4062","11/06/2018"
"4063","11/12/2018"
"4064","11/13/2018"
"4065","11/14/2018"
"4066","11/15/2018"
"4067","11/19/2018"
"4068","11/20/2018"
"4069","11/21/2018"
"4070","11/22/2018"
"4071","11/23/2018"
"4072","11/26/2018"
"4073","11/27/2018"
"4074","11/28/2018"
"4075","11/29/2018"
"4076","12/03/2018"
"4077","12/04/2018"
"4078","12/05/2018"
"4079","12/06/2018"
"4080","12/10/2018"
"4081","12/11/2018"
"4082","12/12/2018"
"4083","12/13/2018"
"4084","12/17/2018"
"4085","12/18/2018"
"4086","12/19/2018"
"4087","12/20/2018"
"4088","01/07/2019"
"4089","01/08/2019"
"4090","01/09/2019"
"4091","01/10/2019"
"4092","01/11/2019"
"4093","01/14/2019"
"4094","01/15/2019"
"4095","01/16/2019"
"4096","01/17/2019"
"4097","01/21/2019"
"4098","01/22/2019"
"4099","01/23/2019"
"4100","01/24/2019"
"4101","01/28/2019"
"4102","01/29/2019"
"4103","01/30/2019"
"4104","01/31/2019"
"4105","02/04/2019"
"4106","02/05/2019"
"4107","02/06/2019"
"4108","02/07/2019"
"4109","02/08/2019"
"4110","02/11/2019"
"4111","02/12/2019"
"4112","02/13/2019"
"4113","02/14/2019"
"4114","02/18/2019"
"4115","02/19/2019"
"4116","02/20/2019"
"4117","02/21/2019"
"4118","02/25/2019"
"4119","02/26/2019"
"4120","02/27/2019"
"4121","02/28/2019"
"4122","03/04/2019"
"4123","03/05/2019"
"4124","03/06/2019"
"4125","03/07/2019"
"4126","03/11/2019"
"4127","03/12/2019"
"4128","03/13/2019"
"4129","03/14/2019"
"4130","03/15/2019"
"4131","03/18/2019"
"4132","03/19/2019"
"4133","03/20/2019"
"4134","03/21/2019"
"4135","03/22/2019"
"4136","03/25/2019"
"4137","03/26/2019"
"4138","03/27/2019"
"4139","03/28/2019"
"4140","03/29/2019"
"4141","04/01/2019"
"4142","04/02/2019"
"4143","04/03/2019"
"4144","04/04/2019"
"4145","04/08/2019"
"4146","04/09/2019"
"4147","04/10/2019"
"4148","04/11/2019"
"4149","04/23/2019"
"4150","04/24/2019"
"4151","04/25/2019"
"4152","04/29/2019"
"4153","04/30/2019"
"4154","05/01/2019"
"4155","05/02/2019"
"4156","05/07/2019"
"4157","05/08/2019"
"4158","05/09/2019"
"4159","05/13/2019"
"4160","05/14/2019"
"4161","05/15/2019"
"4162","05/16/2019"
"4163","05/20/2019"
"4164","05/21/2019"
"4165","05/22/2019"
"4166","05/23/2019"
"4167","06/04/2019"
"4168","06/05/2019"
"4169","06/06/2019"
"4170","06/10/2019"
"4171","06/11/2019"
"4172","06/12/2019"
"4173","06/13/2019"
"4174","06/17/2019"
"4175","06/18/2019"
"4176","06/19/2019"
"4177","06/20/2019"
"4178","06/24/2019"
"4179","06/25/2019"
"4180","06/26/2019"
"4181","06/27/2019"
"4182","07/01/2019"
"4183","07/02/2019"
"4184","07/03/2019"
"4185","07/04/2019"
"4186","07/08/2019"
"4187","07/09/2019"
"4188","07/10/2019"
"4189","07/11/2019"
"4190","07/15/2019"
"4191","07/16/2019"
"4192","07/17/2019"
"4193","07/18/2019"
"4194","07/22/2019"
"4195","07/23/2019"
"4196","07/24/2019"
"4197","07/25/2019"
"4198","09/03/2019"
"4199","09/04/2019"
"4200","09/05/2019"
"4201","09/09/2019"
"4202","09/25/2019"
"4203","09/26/2019"
"4204","09/30/2019"
"4205","10/01/2019"
"4206","10/02/2019"
"4207","10/03/2019"
"4208","10/07/2019"
"4209","10/08/2019"
"4210","10/14/2019"
"4211","10/15/2019"
"4212","10/16/2019"
"4213","10/17/2019"
"4214","10/19/2019"
"4215","10/21/2019"
"4216","10/22/2019"
"4217","10/23/2019"
"4218","10/24/2019"
"4219","10/28/2019"
"4220","10/29/2019"
"4221","10/30/2019"
"4222","10/31/2019"
"4223","11/04/2019"
"4224","11/05/2019"
